rownames,uid,state,votetrump,age,female,collegeed,racef,famincr,ideo,pid7na,bornagain,religimp,churchatd,prayerfreq,angryracism,whiteadv,fearraces,racerare,lrelig,lcograc,lemprac
51855,51855,Massachusetts,1,71,1,0,White,,4,5,0,3,3,4,5,5,4,1,0.020564925096529955,-0.005524360436810266,1.1894972512769666
51856,51856,Illinois,0,57,1,0,White,4,,1,0,2,2,2,1,2,2,2,-0.5414731491146806,-0.11881161756623469,-0.21456318441150887
51857,51857,Alabama,,40,1,0,White,1,2,5,1,4,3,7,,,,,0.834777050820967,,
51858,51858,California,1,71,1,0,White,2,5,7,0,4,5,7,3,5,1,5,1.1710973279945556,1.8412257065152642,0.07016563578523916
51859,51859,Ohio,,56,1,0,White,10,4,6,0,1,1,1,2,4,4,2,-1.584899964827102,0.3012782263605131,0.7028020303636756
51860,51860,California,1,36,1,1,Asian,6,4,6,0,1,1,1,2,2,2,2,-1.584899964827102,-0.11881161756623469,0.20409480479440348
51861,51861,California,,19,0,0,White,6,3,3,0,1,1,1,,,,,-1.584899964827102,,
51862,51862,Ohio,0,43,0,0,White,9,2,3,1,3,1,6,1,1,2,1,-0.022651234718676787,-1.204084686093323,-0.21456318441150887
51863,51863,California,,19,1,0,Other,2,4,3,0,1,1,1,,,,,-1.584899964827102,,
51864,51864,North Carolina,,49,0,0,Hispanic,7,4,7,1,4,2,5,,,,,0.4187504168179147,,
51865,51865,Texas,1,69,1,0,White,3,4,5,0,4,3,7,1,3,4,4,0.834777050820967,0.7740557550449166,0.27178882756754197
51866,51866,Texas,1,21,1,0,White,5,3,5,0,3,3,6,1,4,2,3,0.14887011884293536,0.656604937986723,-0.21456318441150887
51867,51867,Washington,0,68,1,0,White,5,5,7,1,4,6,7,1,5,1,1,1.6966135178966604,-0.005524360436810266,-0.6194269716205983
51868,51868,Texas,0,52,1,1,Asian,12,4,4,0,2,2,5,3,2,1,1,-0.4022057731502161,-0.643632269514061,0.07016563578523916
51869,51869,Minnesota,1,42,1,1,Hispanic,8,3,6,0,3,4,5,3,5,2,4,0.12321677994056492,1.3010795133602184,0.41619695773708365
51870,51870,California,0,58,1,0,White,6,3,5,1,3,2,6,1,2,4,1,0.06085546390927974,-0.643632269514061,0.27178882756754197
51871,51871,Oregon,,27,1,0,Hispanic,1,,,0,1,,,3,3,3,3,-1.3366024421238922,0.4752937495294623,0.7003136334555536
51872,51872,Pennsylvania,0,45,1,0,White,5,3,2,0,4,2,3,2,2,4,2,0.3410753855413821,-0.11881161756623469,0.7028020303636756
51873,51873,Massachusetts,,22,0,0,Black,1,2,1,0,1,1,1,,,,,-1.584899964827102,,
51874,51874,Iowa,1,75,0,0,White,,5,7,1,4,2,7,3,5,3,3,0.7460889643831501,0.9000377577600748,0.7003136334555536
51875,51875,California,1,60,0,1,Hispanic,12,4,7,0,4,5,5,2,4,1,2,0.6972726095973313,0.3012782263605131,-0.138714742127817
51876,51876,Florida,,58,1,1,Asian,,3,4,0,3,3,2,2,1,3,4,-0.07291448904513023,0.22698873787419577,0.4679751586170238
51877,51877,Nebraska,1,59,0,0,White,2,5,7,0,3,3,7,1,5,1,5,0.2292131098416408,1.8412257065152642,-0.6194269716205983
51878,51878,Florida,,35,1,0,Black,4,5,1,1,4,5,2,,,,,0.6050382404026864,,
51879,51879,California,0,56,1,0,White,3,2,1,0,1,1,1,1,1,1,1,-1.584899964827102,-1.204084686093323,-0.6194269716205983
51880,51880,Colorado,0,52,0,0,White,3,3,4,1,4,6,7,1,,1,2,1.6966135178966604,-0.02543515436582149,-0.6194269716205983
51881,51881,Texas,,66,0,0,Black,3,3,3,0,3,3,4,,,,,0.020564925096529955,,
51882,51882,Florida,,36,0,0,White,8,3,3,0,1,1,1,,,,,-1.584899964827102,,
51883,51883,California,,18,1,0,White,,3,4,1,4,5,7,2,2,1,2,1.1710973279945556,-0.11881161756623469,-0.138714742127817
51884,51884,California,,25,1,0,Hispanic,4,2,2,0,3,3,5,,,,,0.0693560313642333,,
51885,51885,Florida,1,53,0,0,Hispanic,12,3,4,1,4,5,7,1,2,1,3,1.1710973279945556,0.2410719755829464,-0.6194269716205983
51886,51886,North Carolina,0,60,1,0,White,3,3,3,0,1,1,7,1,2,1,2,-0.945162507290458,-0.11881161756623469,-0.6194269716205983
51887,51887,Ohio,1,52,0,0,White,7,3,4,0,3,3,5,5,2,1,1,0.0693560313642333,-0.643632269514061,0.2144188829397604
51888,51888,Texas,0,29,1,0,White,11,2,3,0,1,1,1,1,1,1,1,-1.584899964827102,-1.204084686093323,-0.6194269716205983
51889,51889,Oklahoma,0,36,1,1,Native American,8,4,7,1,4,5,7,1,3,1,3,1.1710973279945556,0.4752937495294623,-0.6194269716205983
51890,51890,Wisconsin,1,58,1,0,White,4,4,7,0,3,3,3,2,3,3,3,-0.01175096489321396,0.4752937495294623,0.4679751586170238
51891,51891,California,,27,0,0,White,6,3,1,0,3,3,6,,,,,0.14887011884293536,,
51892,51892,Pennsylvania,0,24,0,1,Black,6,3,3,0,1,1,1,1,1,1,5,-1.584899964827102,0.5086038905860063,-0.6194269716205983
51893,51893,Kentucky,,23,1,0,White,7,3,4,0,3,1,5,,,,,-0.10249093214282179,,
51894,51894,New York,,42,0,0,Hispanic,3,3,2,0,3,3,3,,,,,-0.01175096489321396,,
51895,51895,Georgia,,20,0,0,White,4,2,2,0,1,1,1,,,,,-1.584899964827102,,
51896,51896,California,0,60,1,1,Hispanic,12,2,1,0,4,5,6,1,4,1,1,0.8063118780148516,-0.18568175463072376,-0.6194269716205983
51897,51897,Tennessee,0,55,0,0,White,3,2,1,1,4,5,5,1,1,4,5,0.6972726095973313,0.5086038905860063,0.27178882756754197
51898,51898,New York,,24,0,0,White,1,3,5,1,2,3,6,,,,,-0.26338738855944444,,
51899,51899,New York,1,57,1,0,White,8,5,7,1,4,5,7,3,5,1,5,1.1710973279945556,1.8412257065152642,0.07016563578523916
51900,51900,Florida,1,72,1,0,White,3,3,2,1,4,6,6,2,4,1,2,1.0215343964466774,0.3012782263605131,-0.138714742127817
51901,51901,Texas,0,51,1,0,Hispanic,4,2,3,0,3,2,5,2,3,2,3,-0.017325778574398248,0.4752937495294623,0.20409480479440348
51902,51902,Washington,0,32,1,1,Black,6,2,1,0,2,2,2,1,1,3,3,-0.5414731491146806,-0.058539060951404244,0.052227512737282766
51903,51903,New Mexico,1,52,0,0,White,,5,7,1,4,5,7,1,5,1,4,1.1710973279945556,1.3010795133602184,-0.6194269716205983
51904,51904,Massachusetts,,26,1,1,White,1,2,1,0,1,1,2,,,,,-1.1301748847213864,,
51905,51905,Missouri,,48,1,0,White,3,2,4,1,2,2,3,1,5,1,1,-0.46514077757936584,-0.005524360436810266,-0.6194269716205983
51906,51906,Indiana,1,45,1,0,White,12,3,4,0,4,3,7,1,2,1,2,0.834777050820967,-0.11881161756623469,-0.6194269716205983
51907,51907,Ohio,,48,1,1,Asian,11,3,4,0,2,2,,1,1,4,5,-0.5034162460329975,0.5086038905860063,0.27178882756754197
51908,51908,California,,24,1,1,Hispanic,12,3,1,0,1,1,1,,,,,-1.584899964827102,,
51909,51909,Wisconsin,,25,0,0,White,2,,4,1,4,3,2,,,,,0.39894588388939073,,
51910,51910,Texas,,49,0,0,Hispanic,6,4,2,0,3,1,1,,,,,-0.37133472909038423,,
51911,51911,Pennsylvania,,25,1,0,White,1,,,0,3,2,2,2,3,4,1,-0.16840158788791199,-0.36156163354223914,0.7028020303636756
51912,51912,Texas,0,58,0,0,Black,3,4,1,0,4,2,5,1,3,1,2,0.4187504168179147,0.12553213079247608,-0.6194269716205983
51913,51913,California,0,64,0,1,Hispanic,12,4,1,0,3,5,6,2,1,1,3,0.258061988018413,-0.058539060951404244,-0.138714742127817
51914,51914,New York,,35,1,1,White,8,4,6,0,3,3,3,,,,,-0.01175096489321396,,
51915,51915,California,,46,1,1,Hispanic,5,3,1,0,3,3,5,,,,,0.0693560313642333,,
51916,51916,Massachusetts,,25,0,0,White,2,1,4,0,2,2,1,,,,,-0.6379528989777166,,
51917,51917,Illinois,0,61,0,0,Black,3,3,1,1,3,1,2,1,2,3,2,-0.27367342426787417,-0.11881161756623469,0.052227512737282766
51918,51918,Idaho,1,27,1,0,Hispanic,4,5,7,0,4,5,7,1,1,1,2,1.1710973279945556,-0.4551925376850848,-0.6194269716205983
51919,51919,California,0,55,1,1,Asian,12,2,2,0,2,2,2,2,2,2,2,-0.5414731491146806,-0.11881161756623469,0.20409480479440348
51920,51920,Idaho,1,63,0,0,Native American,3,4,7,1,4,5,5,3,3,2,2,0.6972726095973313,0.12553213079247608,0.41619695773708365
51921,51921,Rhode Island,0,31,1,1,Hispanic,9,2,1,0,3,3,3,1,1,3,3,-0.01175096489321396,-0.058539060951404244,0.052227512737282766
51922,51922,California,0,19,1,0,Hispanic,6,2,1,0,1,2,1,1,2,2,1,-1.152458049214514,-0.643632269514061,-0.21456318441150887
51923,51923,Texas,,30,1,0,White,4,2,2,0,3,3,5,,,,,0.0693560313642333,,
51924,51924,Texas,,36,1,1,Black,11,2,1,0,1,2,2,,,,,-0.9244283593455365,,
51925,51925,New Jersey,,54,1,1,White,4,3,,0,2,1,3,1,2,3,1,-0.5681070390347422,-0.643632269514061,0.052227512737282766
51926,51926,New York,0,47,0,1,Asian,11,2,2,0,3,3,6,1,1,2,1,0.14887011884293536,-1.204084686093323,-0.21456318441150887
51927,51927,California,0,40,1,1,Asian,12,2,,0,3,2,2,2,1,1,2,-0.16840158788791199,-0.4551925376850848,-0.138714742127817
51928,51928,Texas,0,37,0,0,Mixed,9,1,1,0,1,1,1,1,1,1,1,-1.584899964827102,-1.204084686093323,-0.6194269716205983
51929,51929,Kentucky,,28,0,0,White,6,4,5,0,3,5,5,,,,,0.1681370821309143,,
51930,51930,North Carolina,1,55,0,1,White,5,4,7,0,3,3,6,2,4,1,3,0.14887011884293536,0.656604937986723,-0.138714742127817
51931,51931,Colorado,0,48,0,1,Asian,,2,2,0,1,1,1,1,2,1,2,-1.584899964827102,-0.11881161756623469,-0.6194269716205983
51932,51932,New Jersey,,20,0,0,White,6,3,5,0,4,3,3,,,,,0.43245017666040364,,
51933,51933,Pennsylvania,1,19,1,0,White,,5,7,1,4,5,7,1,5,1,1,1.1710973279945556,-0.005524360436810266,-0.6194269716205983
51934,51934,Kansas,,46,0,0,White,1,3,3,0,3,2,3,,,,,-0.10051965377540337,,
51935,51935,Nevada,0,35,1,0,Hispanic,6,3,1,0,3,2,7,1,1,3,3,0.134815827468296,-0.058539060951404244,0.052227512737282766
51936,51936,North Carolina,0,58,1,1,Black,9,1,1,1,4,4,6,1,2,1,2,0.6704326932816763,-0.11881161756623469,-0.6194269716205983
51937,51937,California,0,52,0,1,Hispanic,11,3,4,0,2,4,5,4,2,3,3,-0.28323866558791305,0.2410719755829464,0.8370448206710984
51938,51938,North Carolina,1,54,1,0,White,4,4,6,1,3,2,7,1,2,4,1,0.134815827468296,-0.643632269514061,0.27178882756754197
51939,51939,California,,18,1,0,Mixed,4,2,,0,2,5,1,,,,,-0.5278439173761009,,
51940,51940,Virginia,0,25,1,0,White,3,3,4,0,1,3,2,2,3,1,1,-0.8597065631624138,-0.36156163354223914,-0.138714742127817
51941,51941,Florida,0,52,0,0,White,9,3,2,1,4,2,6,3,5,4,5,0.5217095254077706,1.8412257065152642,0.9671601641532525
51942,51942,Oklahoma,1,30,1,0,Native American,6,4,7,0,4,5,6,2,4,2,2,0.8063118780148516,0.3012782263605131,0.20409480479440348
51943,51943,Louisiana,1,73,0,0,White,9,4,5,1,4,6,5,3,5,1,4,0.8917463245108356,1.3010795133602184,0.07016563578523916
51944,51944,California,,34,1,1,Asian,9,3,4,0,4,4,6,,,,,0.6704326932816763,,
51945,51945,Louisiana,,33,1,1,Black,6,3,2,1,4,5,7,,,,,1.1710973279945556,,
51946,51946,Ohio,1,53,1,0,White,9,4,7,0,3,4,5,3,3,3,3,0.12321677994056492,0.4752937495294623,0.7003136334555536
51947,51947,Alabama,,52,1,1,Black,7,2,2,0,3,1,3,3,1,1,1,-0.19168062892264578,-1.204084686093323,0.07016563578523916
51948,51948,California,,32,0,1,Hispanic,5,2,3,0,1,1,1,2,3,3,2,-1.584899964827102,0.12553213079247608,0.4679751586170238
51949,51949,Alabama,,23,1,0,Black,6,2,1,0,3,2,5,1,1,2,1,-0.017325778574398248,-1.204084686093323,-0.21456318441150887
51950,51950,California,0,54,0,0,White,,2,1,0,2,1,2,1,2,2,4,-0.649736249772667,0.5270892828849888,-0.21456318441150887
51951,51951,Texas,,38,1,0,White,6,3,4,0,1,1,1,2,2,1,1,-1.584899964827102,-0.643632269514061,-0.138714742127817
51952,51952,New York,,61,1,0,White,5,,4,0,3,2,6,1,2,4,1,0.06085546390927974,-0.643632269514061,0.27178882756754197
51953,51953,Virginia,0,32,1,0,White,7,3,5,0,2,2,3,1,2,2,1,-0.46514077757936584,-0.643632269514061,-0.21456318441150887
51954,51954,Montana,,23,0,0,White,2,2,3,0,1,3,1,,,,,-1.0864892342627632,,
51955,51955,Virginia,,23,1,0,White,5,4,5,0,3,1,5,,,,,-0.10249093214282179,,
51956,51956,Pennsylvania,,64,1,0,White,7,3,4,0,4,5,7,1,2,4,1,1.1710973279945556,-0.643632269514061,0.27178882756754197
51957,51957,Florida,0,53,1,0,White,4,4,1,0,4,2,7,1,3,2,1,0.7460889643831501,-0.36156163354223914,-0.21456318441150887
51958,51958,Pennsylvania,,24,1,0,White,9,4,6,0,3,4,3,,,,,0.04092704110510598,,
51959,51959,Texas,1,33,1,0,White,5,,,0,4,3,3,1,3,1,1,0.43245017666040364,-0.36156163354223914,-0.6194269716205983
51960,51960,Michigan,1,62,0,0,White,8,4,6,1,3,4,1,3,2,2,1,-0.07510245897219255,-0.643632269514061,0.41619695773708365
51961,51961,Texas,,86,1,0,White,2,3,6,1,3,2,5,,,,,-0.017325778574398248,,
51962,51962,Minnesota,0,32,1,1,Asian,8,2,2,0,3,1,5,1,1,1,1,-0.10249093214282179,-1.204084686093323,-0.6194269716205983
51963,51963,Georgia,,69,0,0,Black,5,2,1,0,4,3,7,,,,,0.834777050820967,,
51964,51964,California,0,54,1,0,White,6,5,2,0,4,5,6,2,1,2,1,0.8063118780148516,-1.204084686093323,0.20409480479440348
51965,51965,Illinois,1,62,0,0,White,6,4,6,0,1,1,1,3,3,3,4,-1.584899964827102,0.7740557550449166,0.7003136334555536
51966,51966,California,1,47,0,0,Hispanic,9,4,5,0,2,2,1,2,5,5,4,-0.6379528989777166,1.3010795133602184,0.8314065579271005
51967,51967,North Carolina,0,57,0,0,White,3,1,3,1,4,3,7,2,1,4,2,0.834777050820967,-0.4551925376850848,0.7028020303636756
51968,51968,California,1,52,1,0,Hispanic,11,5,7,0,4,,6,2,2,3,1,0.7152560750939969,-0.643632269514061,0.4679751586170238
51969,51969,Alabama,,36,0,0,White,9,2,3,0,1,1,2,,,,,-1.1301748847213864,,
51970,51970,New York,,39,1,1,Asian,10,1,1,0,4,4,5,1,2,3,4,0.5730600938704432,0.5270892828849888,0.052227512737282766
51971,51971,Arizona,,35,0,1,Hispanic,6,3,4,1,4,6,7,2,3,2,3,1.6966135178966604,0.4752937495294623,0.20409480479440348
51972,51972,California,,49,0,1,Asian,12,,,0,3,5,4,3,3,3,3,0.11539927370639654,0.4752937495294623,0.7003136334555536
51973,51973,Indiana,0,64,0,0,White,2,2,1,0,1,1,1,2,2,3,2,-1.584899964827102,-0.11881161756623469,0.4679751586170238
51974,51974,North Carolina,0,44,1,0,Black,11,2,2,0,3,2,4,1,1,5,5,-0.0663052999726259,0.5086038905860063,0.38274285616613746
51975,51975,Colorado,1,46,1,0,White,,5,7,1,3,2,7,1,2,1,2,0.134815827468296,-0.11881161756623469,-0.6194269716205983
51976,51976,Texas,,18,1,0,White,5,3,4,0,3,3,5,,,,,0.0693560313642333,,
51977,51977,Wisconsin,1,62,1,0,White,4,5,7,0,1,1,2,3,3,3,3,-1.1301748847213864,0.4752937495294623,0.7003136334555536
51978,51978,Tennessee,0,44,1,0,White,4,2,1,1,4,2,6,1,1,1,1,0.5217095254077706,-1.204084686093323,-0.6194269716205983
51979,51979,Texas,,54,0,0,White,3,4,6,0,2,3,3,2,4,4,3,-0.39255380507813586,0.656604937986723,0.7028020303636756
51980,51980,North Carolina,1,64,0,0,White,4,4,4,0,2,2,2,1,3,1,1,-0.5414731491146806,-0.36156163354223914,-0.6194269716205983
51981,51981,Arkansas,,26,0,0,White,3,3,5,1,3,1,2,,,,,-0.27367342426787417,,
51982,51982,Nevada,,37,1,1,Asian,7,2,3,0,3,3,6,2,2,3,4,0.14887011884293536,0.5270892828849888,0.4679751586170238
51983,51983,Colorado,1,55,1,0,White,,4,6,0,4,5,7,1,3,2,3,1.1710973279945556,0.4752937495294623,-0.21456318441150887
51984,51984,California,1,54,0,0,Hispanic,12,2,2,1,3,4,7,1,3,2,2,0.29541223139461764,0.12553213079247608,-0.21456318441150887
51985,51985,Texas,0,63,1,0,White,2,3,1,1,4,3,7,1,2,4,1,0.834777050820967,-0.643632269514061,0.27178882756754197
51986,51986,Arizona,1,55,1,0,White,2,4,5,0,3,5,5,2,4,2,4,0.1681370821309143,0.9771959950395975,0.20409480479440348
51987,51987,Missouri,,26,0,0,White,1,,4,0,3,2,2,,,,,-0.16840158788791199,,
51988,51988,Tennessee,0,38,1,1,Black,5,1,3,1,4,1,7,1,1,2,1,0.696112982276354,-1.204084686093323,-0.21456318441150887
51989,51989,California,,32,1,0,Hispanic,6,2,5,0,3,2,2,1,1,5,1,-0.16840158788791199,-1.204084686093323,0.38274285616613746
51990,51990,Texas,,24,1,0,Hispanic,3,,,1,2,1,2,3,3,3,3,-0.649736249772667,0.4752937495294623,0.7003136334555536
51991,51991,Texas,,40,0,1,Asian,5,2,4,0,4,6,6,,,,,1.0215343964466774,,
51992,51992,Tennessee,,47,1,0,Black,7,3,1,0,4,1,6,,,,,0.4737311199679708,,
51993,51993,New York,,45,0,1,Asian,5,3,4,1,4,4,7,1,3,3,4,0.932332878241983,0.7740557550449166,0.052227512737282766
51994,51994,Arizona,0,34,0,1,White,5,1,1,1,2,2,4,1,1,2,2,-0.43513535346100224,-0.4551925376850848,-0.21456318441150887
51995,51995,Washington,0,41,1,0,Hispanic,10,3,2,0,4,2,4,1,2,2,1,0.367917704615016,-0.643632269514061,-0.21456318441150887
51996,51996,Pennsylvania,,18,0,0,White,,,,0,2,2,1,,,,,-0.6379528989777166,,
51997,51997,Minnesota,,49,1,0,White,9,3,3,0,2,2,4,,,,,-0.43513535346100224,,
51998,51998,Virginia,0,73,1,0,White,3,3,2,1,4,6,7,1,2,4,1,1.6966135178966604,-0.643632269514061,0.27178882756754197
51999,51999,South Carolina,1,81,1,0,White,,4,7,1,4,5,7,3,5,3,1,1.1710973279945556,-0.005524360436810266,0.7003136334555536
52000,52000,New Jersey,,23,1,0,Black,11,2,3,0,1,1,1,,,,,-1.584899964827102,,
52001,52001,California,0,27,1,1,White,7,1,1,0,2,1,2,1,2,1,2,-0.649736249772667,-0.11881161756623469,-0.6194269716205983
52002,52002,Florida,,30,0,1,White,10,4,6,0,3,5,3,,,,,0.08246554551496599,,
52003,52003,New York,,54,0,1,White,6,4,5,0,2,1,3,3,4,4,1,-0.5681070390347422,-0.18568175463072376,0.9671601641532525
52004,52004,Nebraska,0,63,1,0,White,10,4,6,1,4,5,7,1,3,3,4,1.1710973279945556,0.7740557550449166,0.052227512737282766
52005,52005,California,0,68,1,0,White,12,3,6,0,3,3,6,2,1,4,2,0.14887011884293536,-0.4551925376850848,0.7028020303636756
52006,52006,Illinois,1,51,1,1,Asian,12,4,7,0,2,1,3,2,4,2,4,-0.5681070390347422,0.9771959950395975,0.20409480479440348
52007,52007,California,0,19,1,0,White,12,1,1,0,3,5,1,1,1,2,1,-0.033556801929712554,-1.204084686093323,-0.21456318441150887
52008,52008,Illinois,1,53,0,0,White,5,4,6,0,1,2,2,4,5,1,4,-0.9244283593455365,1.3010795133602184,0.181904360939088
52009,52009,Massachusetts,0,42,0,0,White,2,1,1,1,4,5,3,1,1,5,5,0.6327096100969202,0.5086038905860063,0.38274285616613746
52010,52010,California,0,58,1,0,White,11,3,1,0,3,2,3,3,5,2,2,-0.10051965377540337,0.5087615515053516,0.41619695773708365
52011,52011,Texas,,33,1,1,Hispanic,6,2,1,0,3,4,3,,,,,0.04092704110510598,,
52012,52012,Nevada,0,42,0,0,Asian,8,2,1,0,1,1,1,1,2,2,4,-1.584899964827102,0.5270892828849888,-0.21456318441150887
52013,52013,Tennessee,,24,1,0,White,5,2,1,0,3,1,5,,,,,-0.10249093214282179,,
52014,52014,Ohio,,33,1,0,Black,2,3,2,0,3,2,3,,,,,-0.10051965377540337,,
52015,52015,Pennsylvania,0,36,1,0,White,6,2,1,0,2,2,4,1,1,1,1,-0.43513535346100224,-1.204084686093323,-0.6194269716205983
52016,52016,Indiana,,46,0,0,White,6,4,4,1,4,2,2,3,5,1,5,0.2959877979328993,1.8412257065152642,0.07016563578523916
52017,52017,Oregon,0,55,0,0,White,,1,3,0,2,2,,1,2,2,1,-0.5034162460329975,-0.643632269514061,-0.21456318441150887
52018,52018,Washington,0,62,1,0,White,3,4,1,1,4,3,7,1,3,4,5,0.834777050820967,1.0932087936347323,0.27178882756754197
52019,52019,Utah,,52,1,0,White,9,5,7,0,3,1,3,1,5,3,3,-0.19168062892264578,0.9000377577600748,0.052227512737282766
52020,52020,Ohio,,25,1,0,White,2,3,4,1,3,2,2,,,,,-0.16840158788791199,,
52021,52021,New Jersey,0,58,1,1,Hispanic,6,2,1,0,1,4,1,1,1,1,1,-1.0716507945611982,-1.204084686093323,-0.6194269716205983
52022,52022,Florida,0,34,0,1,White,12,3,2,0,2,5,4,1,1,2,3,-0.306821263411816,-0.058539060951404244,-0.21456318441150887
52023,52023,Nevada,,69,1,0,White,9,4,7,0,2,2,3,2,4,1,5,-0.46514077757936584,1.3298586245636885,-0.138714742127817
52024,52024,New York,1,77,1,0,White,7,4,6,0,3,2,2,1,2,5,1,-0.16840158788791199,-0.643632269514061,0.38274285616613746
52025,52025,Kansas,1,49,1,0,White,4,,7,1,2,3,7,2,3,4,2,-0.21771657347885395,0.12553213079247608,0.7028020303636756
52026,52026,Michigan,0,37,0,0,White,4,3,3,0,1,1,2,1,2,2,2,-1.1301748847213864,-0.11881161756623469,-0.21456318441150887
52027,52027,California,,26,1,0,White,11,3,4,1,4,3,6,,,,,0.5965038179808805,,
52028,52028,Arizona,1,57,1,0,White,11,3,6,1,1,1,1,1,5,2,3,-1.584899964827102,0.9000377577600748,-0.21456318441150887
52029,52029,Louisiana,1,79,0,0,White,11,4,4,1,4,6,7,3,5,1,2,1.6966135178966604,0.5087615515053516,0.07016563578523916
52030,52030,Hawaii,0,49,0,0,Asian,9,3,6,0,3,3,6,1,1,4,1,0.14887011884293536,-1.204084686093323,0.27178882756754197
52031,52031,Michigan,0,50,1,0,White,3,2,,0,2,2,2,1,3,1,2,-0.5414731491146806,0.12553213079247608,-0.6194269716205983
52032,52032,California,1,46,0,1,Hispanic,7,2,4,0,2,2,2,1,1,4,2,-0.5414731491146806,-0.4551925376850848,0.27178882756754197
52033,52033,California,,58,1,0,Hispanic,9,4,2,0,4,4,5,,,,,0.5730600938704432,,
52034,52034,New Jersey,,34,1,0,Black,5,,3,0,4,3,,,,,,0.6715881567147832,,
52035,52035,Arizona,,55,1,0,Hispanic,3,2,5,0,3,1,6,1,1,1,2,-0.022651234718676787,-0.4551925376850848,-0.6194269716205983
52036,52036,Michigan,,58,1,0,White,2,3,4,0,3,2,2,1,4,1,3,-0.16840158788791199,0.656604937986723,-0.6194269716205983
52037,52037,California,,30,1,1,White,12,3,1,1,4,6,6,,,,,1.0215343964466774,,
52038,52038,New Mexico,,28,0,0,White,,2,3,0,3,3,6,,,,,0.14887011884293536,,
52039,52039,Oregon,0,46,1,0,White,7,1,1,0,2,2,2,1,1,1,1,-0.5414731491146806,-1.204084686093323,-0.6194269716205983
52040,52040,California,0,42,0,1,Asian,12,3,4,0,1,1,1,2,2,3,2,-1.584899964827102,-0.11881161756623469,0.4679751586170238
52041,52041,Hawaii,0,41,1,0,Mixed,5,2,2,0,3,3,5,1,2,2,2,0.0693560313642333,-0.11881161756623469,-0.21456318441150887
52042,52042,Washington,0,39,0,0,Hispanic,8,3,2,0,3,3,5,1,2,4,2,0.0693560313642333,-0.11881161756623469,0.27178882756754197
52043,52043,Georgia,1,57,0,0,White,5,4,7,0,4,3,7,1,5,1,2,0.834777050820967,0.5087615515053516,-0.6194269716205983
52044,52044,New York,0,52,1,0,White,,1,1,0,1,1,1,1,1,1,2,-1.584899964827102,-0.4551925376850848,-0.6194269716205983
52045,52045,Nebraska,,30,1,1,White,4,2,3,0,4,4,5,,,,,0.5730600938704432,,
52046,52046,New York,1,53,0,0,White,,4,6,0,4,6,7,2,3,4,3,1.6966135178966604,0.4752937495294623,0.7028020303636756
52047,52047,Florida,,52,0,0,Hispanic,2,4,1,0,1,1,5,,,,,-0.9793364833123014,,
52048,52048,California,,31,0,0,Hispanic,8,2,2,0,2,1,1,2,3,4,4,-0.7667762705382174,0.7740557550449166,0.7028020303636756
52049,52049,California,0,54,0,1,Hispanic,12,3,5,1,3,3,5,3,5,2,2,0.0693560313642333,0.5087615515053516,0.41619695773708365
52050,52050,Wisconsin,0,54,1,0,White,4,3,1,0,3,2,6,1,2,4,1,0.06085546390927974,-0.643632269514061,0.27178882756754197
52051,52051,Florida,,28,1,1,Asian,2,,,0,1,1,1,,,,,-1.584899964827102,,
52052,52052,New York,,22,1,0,Black,2,3,3,1,2,3,6,,,,,-0.26338738855944444,,
52053,52053,Illinois,0,35,0,1,White,9,3,2,0,1,1,1,1,2,1,1,-1.584899964827102,-0.643632269514061,-0.6194269716205983
52054,52054,California,,20,1,0,White,6,3,3,0,2,1,1,,,,,-0.7667762705382174,,
52055,52055,Oregon,0,59,0,0,Asian,2,4,3,0,2,1,2,2,1,2,1,-0.649736249772667,-1.204084686093323,0.20409480479440348
52056,52056,Illinois,,40,0,1,Asian,3,3,,0,3,5,2,,,,,0.022265556022429397,,
52057,52057,Ohio,,71,0,0,White,6,3,4,0,4,2,2,1,2,1,1,0.2959877979328993,-0.643632269514061,-0.6194269716205983
52058,52058,Pennsylvania,1,50,1,0,White,,4,7,0,4,,5,1,4,3,2,0.5853291800044923,0.3012782263605131,0.052227512737282766
52059,52059,California,,51,0,0,Asian,6,4,6,0,2,3,2,,,,,-0.4712378518052408,,
52060,52060,Missouri,0,62,0,0,White,2,,4,0,3,1,2,1,5,1,2,-0.27367342426787417,0.5087615515053516,-0.6194269716205983
52061,52061,California,0,52,0,0,White,11,3,3,0,2,2,3,1,2,2,1,-0.46514077757936584,-0.643632269514061,-0.21456318441150887
52062,52062,Alabama,1,75,1,0,White,,4,7,1,4,6,7,1,3,3,4,1.6966135178966604,0.7740557550449166,0.052227512737282766
52063,52063,Arizona,0,42,1,0,White,3,2,1,1,3,3,6,1,5,1,1,0.14887011884293536,-0.005524360436810266,-0.6194269716205983
52064,52064,Kentucky,,48,1,0,White,2,1,4,0,2,1,2,3,3,1,3,-0.649736249772667,0.4752937495294623,0.07016563578523916
52065,52065,Colorado,1,58,0,0,White,12,3,6,0,2,3,2,3,4,3,3,-0.4712378518052408,0.656604937986723,0.7003136334555536
52066,52066,Minnesota,0,63,0,0,White,9,3,4,0,1,1,1,2,2,4,2,-1.584899964827102,-0.11881161756623469,0.7028020303636756
52067,52067,New York,0,44,0,0,White,1,2,1,0,1,1,1,1,1,1,1,-1.584899964827102,-1.204084686093323,-0.6194269716205983
